"Subject","Activity","tBodyGyroMag.mean..","tBodyGyroMag.std..","tBodyGyroMag.mad..","fBodyGyro.meanFreq...X","fBodyGyro.meanFreq...Y","fBodyGyro.meanFreq...Z","fBodyAcc.min...Z","fBodyAcc.sma..","fBodyAcc.energy...X","fBodyAccJerk.mean...Y","fBodyAccJerk.mean...Z","fBodyAccJerk.std...X","fBodyAccJerk.bandsEnergy...33.40","fBodyAccJerk.bandsEnergy...41.48","fBodyAccJerk.bandsEnergy...49.56","fBodyAcc.bandsEnergy...17.32","fBodyGyro.bandsEnergy...33.48","fBodyAcc.skewness...Y","fBodyAccJerk.bandsEnergy...1.16.2","fBodyAccJerk.bandsEnergy...17.32.1","tBodyAcc.correlation...Y.Z","tGravityAcc.mean...X","tGravityAcc.mean...Y","tBodyAccJerk.max...Y","tBodyAccJerk.max...Z","tBodyAccJerk.min...X","tBodyGyroJerk.arCoeff...Z.1","tBodyGyroJerk.arCoeff...Z.2","tBodyGyroJerk.arCoeff...Z.3","tBodyAccJerk.arCoeff...Z.1","tBodyGyro.mad...X","tBodyGyro.arCoeff...Y.4","tBodyGyro.iqr...X","tBodyGyroMag.iqr..","tBodyGyroMag.entropy..","tBodyGyroMag.arCoeff..1","fBodyGyro.skewness...Z","fBodyGyro.kurtosis...Z","fBodyGyro.bandsEnergy...1.8","fBodyAcc.iqr...Z","fBodyAcc.entropy...X","fBodyAcc.entropy...Y","fBodyAccJerk.mad...Z","fBodyAccJerk.max...X","fBodyAccJerk.max...Y","fBodyAccJerk.bandsEnergy...49.64","fBodyAccJerk.bandsEnergy...1.24","fBodyAccJerk.bandsEnergy...25.48","fBodyAcc.bandsEnergy...1.24","fBodyGyro.bandsEnergy...25.48","fBodyAcc.kurtosis...Z","fBodyAccJerk.bandsEnergy...49.64.2","fBodyAccJerk.bandsEnergy...1.24.1","tGravityAcc.min...X","tGravityAcc.min...Y","tGravityAcc.min...Z","tBodyAccJerk.entropy...Y","tBodyAccJerk.entropy...Z","tBodyAccJerk.arCoeff...X.1","tBodyAccMag.energy..","tBodyAccMag.iqr..","tBodyAccMag.entropy..","tBodyAccJerk.correlation...X.Z","tBodyGyro.max...Z","tBodyGyro.correlation...X.Y","tBodyGyro.entropy...Z"
11,"LAYING",-0.952523752105263,-0.954713182807018,-0.951306616491228,0.00610819990350877,0.104942477754386,0.0963568933754386,-0.986422826491228,-0.977184283684211,-0.999496863157895,-0.973882496666667,-0.979564844210526,-0.987122678245614,-0.999113649122807,-0.998720664210526,-0.999482731578947,-0.999369589298246,-0.998736897192982,-0.563422609491228,-0.998578257894737,-0.998862317719298,-0.299803529087719,-0.134832031403509,0.943017941403509,-0.980390262807018,-0.980951433684211,0.977792855789474,0.215765149726316,-0.113924033084211,0.198662139120351,0.106620681161404,-0.983565520526316,0.0610777460964912,-0.987256698947368,-0.95441688877193,-0.293406799736842,0.0649740867368421,-0.274239633666667,-0.576217908298246,-0.999494056842105,-0.975517806666667,-0.881099602982456,-0.869356644105263,-0.981565272807018,-0.990182550175439,-0.976248677368421,-0.999486324035088,-0.999608199649123,-0.998809215263158,-0.999511915964912,-0.999169055438596,-0.761684367894737,-0.998836894561404,-0.998522395087719,-0.097764695877193,0.953076756140351,0.111892620789474,-0.700837118649123,-0.696298819596491,0.104891358803509,-0.99878204122807,-0.979381217368421,-0.650680080705263,0.208238004350877,-0.700520657368421,0.28336460465193,-0.345713766754386
12,"LAYING",-0.9308405935,-0.935725715833333,-0.931929724666667,0.010569757505,-0.0199866541433333,0.0419799361083333,-0.984499892833333,-0.950548837666667,-0.995425952833333,-0.963223332,-0.967149695166667,-0.972820011166667,-0.9992430745,-0.999094826666667,-0.999376237666667,-0.997787449166667,-0.998871081666667,-0.3971037745585,-0.998213031833333,-0.9983274195,-0.292380102033333,-0.3785920653,0.8033788345,-0.9726522955,-0.970545751333333,0.9619986275,0.06323525688,0.0405510221233333,0.104240693743333,0.0887968807083333,-0.9692430665,0.0900798884933333,-0.974360323666667,-0.938032298,0.136714767265,0.105183218563333,-0.315583545076667,-0.62431746265,-0.998858509166667,-0.9603605425,-0.660206288166667,-0.745024052833333,-0.969828580166667,-0.979503096,-0.971796521166667,-0.999350730833333,-0.999185331666667,-0.998480599,-0.995401220833333,-0.998888377333333,-0.529836529935,-0.997874627166667,-0.9987203235,-0.346933528666667,0.810598329666667,0.265776683783333,-0.547009840666667,-0.568858158116667,0.0106378579716667,-0.992333178833333,-0.949674930421667,-0.316245149816667,-0.112625133355,-0.690395263166667,-0.249320943298333,-0.186497235466667
13,"LAYING",-0.944303111935484,-0.944687480967742,-0.939885001774194,-0.101926540451613,-0.042663103,0.14650938193871,-0.978682774354839,-0.968372493387097,-0.998217138870968,-0.980375137419355,-0.980994601935484,-0.98707817516129,-0.999719053709677,-0.999677647741935,-0.999780637258065,-0.999362027258065,-0.999319894516129,0.137028282854839,-0.999406988709677,-0.999371445322581,-0.480001774725806,-0.156852206467742,0.656400944354839,-0.984901572419355,-0.984571604677419,0.978949391935484,0.417100112895161,0.0455582562354839,0.313148810903226,0.16329003633871,-0.973517339516129,-0.110142720401613,-0.974080943709677,-0.946235369032258,0.0119088160451613,0.186436840949355,0.0832897944516129,-0.14032667388871,-0.999361675806452,-0.975561181935484,-0.837906759193548,-0.83682064983871,-0.982065861290323,-0.990173131129032,-0.984469883225806,-0.999774722096774,-0.999776978387097,-0.999468443387097,-0.998196081451613,-0.999447264032258,-0.154979472483871,-0.99929805,-0.999448777580645,-0.125670778112903,0.667770104677419,0.588479853709677,-0.714224558709677,-0.676256972903226,0.120013173275806,-0.996341397741936,-0.961546552419355,-0.432543859241936,-0.0344244291935484,-0.721866978548387,-0.221428551403226,-0.367837785870968
14,"LAYING",-0.904665418431373,-0.913433185882353,-0.908800889215686,-0.236882321219608,-0.277833948752941,0.023333252745098,-0.948576622941177,-0.923653678431373,-0.979108298039216,-0.969342124313725,-0.968593195686275,-0.973491388039216,-0.999176253333333,-0.99918116,-0.999175341764706,-0.997448986862745,-0.999011227254902,0.0605581849980392,-0.997093879215686,-0.999161072352941,-0.373562179137255,-0.145483631627451,0.48539692745098,-0.979328179411765,-0.976342326470588,0.965775340588235,0.0833727969019608,-0.150385911941176,0.052329412085098,0.0422020892862745,-0.960216478627451,0.025107637672549,-0.961870336078431,-0.916866314705882,0.188846759705882,-0.257704320345098,-0.268354782392157,-0.592198827803922,-0.998644093921569,-0.963219963137255,-0.659067437,-0.687690452960784,-0.972339598235294,-0.978650865294118,-0.972438311764706,-0.99917195,-0.998807191764706,-0.999069026666667,-0.978565353529412,-0.999334848823529,-0.350957805215686,-0.997609275098039,-0.998462271960784,-0.137357117133333,0.487745943137255,0.80820555254902,-0.621306999803922,-0.588515535490196,-0.144713976676471,-0.956955923352941,-0.873224373333333,-0.24706738254902,0.0210471976666667,-0.698384427254902,-0.649195083227451,-0.239035658372549
15,"LAYING",-0.944605127222222,-0.924043007638889,-0.922340505277778,-0.154987482663889,-0.146020121881944,0.000812185868055555,-0.978168852777778,-0.961991560972222,-0.998583744722222,-0.970833221666667,-0.97477568375,-0.983949290694444,-0.99949937875,-0.99948743625,-0.99972407125,-0.999099014027778,-0.999432613472222,-0.486414958043056,-0.998215920694444,-0.998658630972222,-0.143159537972222,-0.1719930545,0.899242553055556,-0.978137788055556,-0.977360943055556,0.974185287361111,0.152032903652778,-0.105889895422222,0.179714226986111,0.0975544382263889,-0.96368606375,0.103531737791667,-0.975745256666667,-0.935122397083333,-0.0792601210347222,-0.146789019402778,-0.334091680472222,-0.655632341555556,-0.995845132222222,-0.970092185138889,-0.801998926444444,-0.830304039138889,-0.97828988625,-0.988321813333333,-0.978628047361111,-0.999716129166667,-0.999502909305556,-0.999133116527778,-0.998569024444444,-0.99956704875,-0.45493114675,-0.998945267916667,-0.998609893055556,-0.140181572,0.908366761527778,-0.04607321,-0.657857691416667,-0.645758776402778,0.0736229594226389,-0.994728371527778,-0.957577595,-0.456904593055556,0.173703592808333,-0.711136233055556,-0.201337558161111,-0.356527664986111
16,"LAYING",-0.951777099571429,-0.959020036285714,-0.953565518857143,-0.125551597817143,-0.2155078006,0.100235755224429,-0.981616441,-0.973309082428571,-0.999036736428571,-0.984752927142857,-0.985544945285714,-0.989287359142857,-0.999836545142857,-0.999769311142857,-0.999870187285714,-0.999733184285714,-0.999679637571429,0.461969020857143,-0.999517217857143,-0.999600481428571,-0.150354015701429,-0.206783742242857,-0.0199270225714286,-0.988480507142857,-0.987822206285714,0.985834210285714,0.303461967614286,-0.0806410025142857,0.176372131217143,0.140557143442857,-0.976903497285714,0.0342955984568571,-0.976131047571429,-0.953690840428571,-0.0561121306714286,-0.05942656926,-0.0555738659285714,-0.320550133071429,-0.999524126285714,-0.980486472714286,-0.8340038547,-0.820609880157143,-0.987168836285714,-0.990180302571429,-0.987907039285714,-0.999865983571429,-0.99986689,-0.999714976142857,-0.999019912285714,-0.999755685857143,-0.25348313256,-0.999322672,-0.999661880285714,-0.171677031942857,-0.00284240385714285,0.886972904714286,-0.746969177714286,-0.717060877285714,-0.011464029516,-0.997421844571429,-0.969131829714286,-0.407635860885714,0.129858551825714,-0.743896494285714,0.0811388160857143,-0.485227388775714
17,"LAYING",-0.960733121690141,-0.959325498732394,-0.956335585211268,0.00656792310211268,0.0154847631971831,0.131970584167183,-0.981561103098592,-0.964457222676056,-0.998085444084507,-0.977212387746479,-0.98038005915493,-0.983213244366197,-0.999524649859155,-0.999446627887324,-0.999633526056338,-0.998781388450704,-0.999349752957747,0.0934924551661972,-0.998736989014084,-0.99903225084507,-0.632349133169014,-0.19913309,0.658792072253521,-0.983341405915493,-0.984298263661972,0.97699494943662,0.439031576270423,-0.115271822260563,0.375386006021127,0.0998986738661972,-0.97784902,-0.172937308129577,-0.980508704366197,-0.96176186971831,-0.165427346901408,0.101674851443662,-0.099246088943662,-0.387913890929577,-0.999142000422535,-0.975792811690141,-0.830401389676056,-0.790727165014084,-0.982713337042253,-0.986939323943662,-0.982083845352113,-0.999617832676056,-0.999456415352113,-0.999117286478873,-0.998067927464789,-0.999435747183099,-0.287390257253521,-0.998878983239437,-0.998893915492958,-0.165485059014085,0.663243962112676,0.714933289577465,-0.707684743732394,-0.688234167056338,0.12067188143662,-0.995545092253521,-0.95896071028169,-0.386292456633803,0.182975489366197,-0.727395286338028,-0.431225070443662,-0.441581507605634
18,"LAYING",-0.980740846769231,-0.980560877846154,-0.978701801230769,0.0551564162938462,-0.0556054116769231,0.193083855989231,-0.990119148923077,-0.987116090461538,-0.999722327384615,-0.985865325230769,-0.989116865846154,-0.986641245846154,-0.999812368615385,-0.999725605692308,-0.999847522615385,-0.999602058615385,-0.999946877538462,-0.423692729923077,-0.999739552769231,-0.999675444,-0.17929773658,-0.220600509076923,0.719755403692308,-0.989867076,-0.990826552,0.983244927692308,0.294027911366154,-0.0293459978446154,0.261291069075385,0.248706983215385,-0.992943644615385,-0.0157901882076923,-0.992884802153846,-0.979513443384615,-0.337986189044462,0.193872525753846,-0.238399984352308,-0.515976904769231,-0.999912308923077,-0.985386312923077,-0.880191793384615,-0.936820984769231,-0.989734837692308,-0.988488201230769,-0.987412652461538,-0.999843218153846,-0.999802306923077,-0.999667885076923,-0.999724139846154,-0.999964183846154,-0.618503813846154,-0.999508296615385,-0.999767847076923,-0.181049590615385,0.734530574461538,0.605687403846154,-0.745023895076923,-0.752891441230769,0.122623077784615,-0.999649353384615,-0.98817006,-0.669174976292308,0.0807500612153846,-0.745356931230769,-0.503127308630769,-0.509997374953846
19,"LAYING",-0.953263432771084,-0.955906646506024,-0.950544964457831,0.249209411510602,-0.156450013338554,0.0518654912277108,-0.991976536024096,-0.976857307831325,-0.998609049036145,-0.974878270963855,-0.986506488795181,-0.985278006987952,-0.99974674939759,-0.999643419277108,-0.999817705301205,-0.999433605301205,-0.998790331445783,-0.413183552024096,-0.999688077349398,-0.999117313253012,-0.110454013101205,-0.680043155060241,0.725646622771084,-0.977254542409639,-0.988414631807229,0.977777652530121,0.306105491630843,-0.0463400657912048,0.267458999357831,0.186141412698795,-0.983350229277108,-0.011786494513253,-0.984833310361446,-0.951143668433735,-0.0332993871590361,0.224345765744578,-0.0731714643614458,-0.368711094975904,-0.999603462289157,-0.982358592409639,-0.80893143686747,-0.866074318072289,-0.987233782530121,-0.988523111084337,-0.980712665180723,-0.999812042771084,-0.999767543614458,-0.999510453614458,-0.998583207349398,-0.99909818686747,-0.754747764289157,-0.999469148674699,-0.999466360481928,-0.636810056746988,0.737884808915663,0.687213790361446,-0.656363509518072,-0.715300945903614,0.0832976854385542,-0.998191908554217,-0.968183988072289,-0.468557305510843,0.074482508639759,-0.731733929156626,-0.203561400142651,-0.323755910814458
20,"LAYING",-0.9604473725,-0.962153597941176,-0.960549114264706,-0.0430078509941176,-0.0784003340588235,0.00832392052941177,-0.987433767647059,-0.967120751470588,-0.992939625735294,-0.9772207075,-0.982876212058823,-0.986213883088235,-0.999639856470588,-0.999599510147059,-0.999682629117647,-0.998606431470588,-0.999799216029412,-0.541000500294118,-0.999264475735294,-0.999082145735294,-0.184965085867647,-0.472431415573529,0.864882956617647,-0.981369918529412,-0.983987569411765,0.977326130735294,0.152458351016176,-0.117763703427353,0.171966802219118,0.119967552844118,-0.985761729705882,-0.0509047982602941,-0.987465067058824,-0.965717620735294,-0.122508946754412,0.0919213569397059,-0.334940246544118,-0.660241974102941,-0.999649395294118,-0.978625483529412,-0.812848188558824,-0.882291368529412,-0.984335583529412,-0.989524805441176,-0.982428745441176,-0.999664747941176,-0.999596568235294,-0.999423935147059,-0.992824243382353,-0.999874283676471,-0.688402463588235,-0.998794373382353,-0.999191247794118,-0.439133910882353,0.869808478823529,0.473427019705882,-0.697047715,-0.702404795588235,0.108954800845588,-0.989167562794118,-0.950698094647059,-0.543561700338235,0.0191878240191176,-0.723548953382353,-0.360469968770588,-0.329006422661765
